PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
520,0,0,0,74.62,-166.28,0,0,0,0
521,0,0,0,76.79,-166.47,0,0,0,0
522,0,0,0,76.64,-168.9,0,0,0,0
523,0,0,0,74.48,-168.76,0,0,0,0
524,0,0,0,74.3,-171.27,0,0,0,0
525,0,0,0,76.42,-171.42,0,0,0,0
526,0,0,0,76.28,-173.9,0,0,0,0
527,0,0,0,74.18,-173.77,0,0,0,0
528,0,0,0,76.26,-173.91,0,0,0,0
529,0,0,0,76.15,-176.39,0,0,0,0
530,0,0,0,74.03,-176.25,0,0,0,0
531,0,0,0,74.01,-178.78,0,0,0,0
532,0,0,0,76.02,-178.9,0,0,0,0
533,0,0,0,75.89,-181.38,0,0,0,0
534,0,0,0,73.83,-181.25,0,0,0,0
535,0,0,0,75.88,-181.41,0,0,0,0
536,0,0,0,75.76,-183.87,0,0,0,0
537,0,0,0,73.65,-183.74,0,0,0,0
538,0,0,0,73.42,-185.63,0,0,0,0
539,0,0,0,75.61,-185.75,0,0,0,0
540,0,0,0,75.52,-188.23,0,0,0,0
541,0,0,0,73.38,-188.12,0,0,0,0
542,0,0,0,75.5,-188.24,0,0,0,0
543,0,0,0,75.37,-190.73,0,0,0,0
544,0,0,0,73.36,-190.63,0,0,0,0
545,0,0,0,74.3,-193.81,0,0,0,0
546,0,0,0,75.16,-193.86,0,0,0,0
547,0,0,0,75.02,-196.35,0,0,0,0
548,0,0,0,73.59,-196.27,0,0,0,0
549,0,0,0,75,-196.39,0,0,0,0
550,0,0,0,74.86,-198.83,0,0,0,0
551,0,0,0,73.48,-198.75,0,0,0,0
552,0,0,0,73.23,-201.28,0,0,0,0
553,0,0,0,74.7,-201.37,0,0,0,0
554,0,0,0,74.58,-203.88,0,0,0,0
555,0,0,0,72.96,-203.78,0,0,0,0
556,0,0,0,74.55,-203.91,0,0,0,0
557,0,0,0,74.42,-206.37,0,0,0,0
558,0,0,0,72.87,-206.29,0,0,0,0
559,0,0,0,72.6,-208.7,0,0,0,0
560,0,0,0,74.22,-208.81,0,0,0,0
561,0,0,0,74.11,-211.29,0,0,0,0
562,0,0,0,72.44,-211.21,0,0,0,0
563,0,0,0,74.1,-211.28,0,0,0,0
564,0,0,0,73.97,-213.78,0,0,0,0
565,0,0,0,72.15,-213.67,0,0,0,0
566,0,0,0,71.96,-215.87,0,0,0,0
567,0,0,0,73.87,-216,0,0,0,0
568,0,0,0,73.71,-218.49,0,0,0,0
569,0,0,0,71.81,-218.38,0,0,0,0
570,0,0,0,73.68,-218.52,0,0,0,0
571,0,0,0,73.57,-221.01,0,0,0,0
572,0,0,0,71.7,-220.9,0,0,0,0
573,0,0,0,71.6,-222.69,0,0,0,0
574,0,0,0,73.44,-222.8,0,0,0,0
575,0,0,0,73.29,-225.29,0,0,0,0
576,0,0,0,71.45,-225.18,0,0,0,0
577,0,0,0,73.29,-225.3,0,0,0,0
578,0,0,0,73.14,-227.79,0,0,0,0
579,0,0,0,71.23,-227.64,0,0,0,0
580,0,0,0,71.03,-230.81,0,0,0,0
581,0,0,0,72.98,-230.92,0,0,0,0
582,0,0,0,72.85,-233.47,0,0,0,0
583,0,0,0,70.73,-233.34,0,0,0,0
584,0,0,0,72.83,-233.5,0,0,0,0
585,0,0,0,72.7,-235.94,0,0,0,0
586,0,0,0,70.7,-235.8,0,0,0,0
587,0,0,0,71.2,-237.47,0,0,0,0
588,0,0,0,72.59,-237.57,0,0,0,0
589,0,0,0,72.43,-240.02,0,0,0,0
590,0,0,0,70.99,-239.95,0,0,0,0
591,0,0,0,72.4,-240.03,0,0,0,0
592,0,0,0,72.26,-242.52,0,0,0,0
593,0,0,0,70.83,-242.44,0,0,0,0
594,0,0,0,80.3,-232.62,0,0,0,0
595,0,0,0,79.12,-232.55,0,0,0,0
596,0,0,0,78.97,-235.05,0,0,0,0
597,0,0,0,80.02,-235.11,0,0,0,0
598,0,0,0,80.28,-230.14,0,0,0,0
599,0,0,0,79.26,-230.07,0,0,0,0
600,0,0,0,79.12,-232.55,0,0,0,0
601,0,0,0,80.47,-226.11,0,0,0,0
602,0,0,0,79.48,-226.06,0,0,0,0
603,0,0,0,79.34,-228.54,0,0,0,0
604,0,0,0,80.3,-228.61,0,0,0,0
605,0,0,0,80.52,-223.62,0,0,0,0
606,0,0,0,79.64,-223.58,0,0,0,0
607,0,0,0,79.5,-226.09,0,0,0,0
608,0,0,0,80.96,-219.34,0,0,0,0
609,0,0,0,79.89,-219.26,0,0,0,0
610,0,0,0,79.75,-221.77,0,0,0,0
611,0,0,0,80.77,-221.83,0,0,0,0
612,0,0,0,81.03,-216.84,0,0,0,0
613,0,0,0,79.99,-216.76,0,0,0,0
614,0,0,0,79.89,-219.24,0,0,0,0
615,0,0,0,81.25,-211.75,0,0,0,0
616,0,0,0,80.31,-211.68,0,0,0,0
617,0,0,0,80.16,-214.18,0,0,0,0
618,0,0,0,81.05,-214.22,0,0,0,0
619,0,0,0,81.5,-209.25,0,0,0,0
620,0,0,0,80.45,-209.18,0,0,0,0
621,0,0,0,80.32,-211.69,0,0,0,0
622,0,0,0,81.72,-204.35,0,0,0,0
623,0,0,0,80.75,-204.28,0,0,0,0
624,0,0,0,80.58,-206.78,0,0,0,0
625,0,0,0,81.66,-206.85,0,0,0,0
626,0,0,0,81.87,-201.86,0,0,0,0
627,0,0,0,80.89,-201.8,0,0,0,0
628,0,0,0,80.75,-204.27,0,0,0,0
629,0,0,0,82.1,-197.38,0,0,0,0
630,0,0,0,81.16,-197.31,0,0,0,0
631,0,0,0,81.01,-199.81,0,0,0,0
632,0,0,0,81.98,-199.86,0,0,0,0
633,0,0,0,82.1,-194.86,0,0,0,0
634,0,0,0,81.31,-194.8,0,0,0,0
635,0,0,0,81.16,-197.32,0,0,0,0
636,0,0,0,82.61,-189.29,0,0,0,0
637,0,0,0,81.67,-189.21,0,0,0,0
638,0,0,0,81.5,-191.76,0,0,0,0
639,0,0,0,82.43,-191.81,0,0,0,0
640,0,0,0,82.65,-186.81,0,0,0,0
641,0,0,0,81.83,-186.75,0,0,0,0
642,0,0,0,81.68,-189.25,0,0,0,0
643,0,0,0,83.1,-181.85,0,0,0,0
644,0,0,0,82.07,-181.8,0,0,0,0
645,0,0,0,81.91,-184.26,0,0,0,0
646,0,0,0,83.01,-184.33,0,0,0,0
647,0,0,0,83.53,-174.92,0,0,0,0
648,0,0,0,82.47,-174.85,0,0,0,0
649,0,0,0,82.33,-177.39,0,0,0,0
650,0,0,0,83.31,-177.44,0,0,0,0
651,0,0,0,83.56,-172.41,0,0,0,0
652,0,0,0,82.65,-172.36,0,0,0,0
653,0,0,0,82.47,-174.87,0,0,0,0
654,0,0,0,83.96,-166.9,0,0,0,0
655,0,0,0,82.97,-166.83,0,0,0,0
656,0,0,0,82.77,-169.34,0,0,0,0
657,0,0,0,83.75,-169.38,0,0,0,0
658,0,0,0,83.98,-164.37,0,0,0,0
659,0,0,0,83.11,-164.33,0,0,0,0
660,0,0,0,82.97,-166.82,0,0,0,0
661,0,0,0,84.4,-159.3,0,0,0,0
662,0,0,0,83.43,-159.2,0,0,0,0
663,0,0,0,83.22,-161.77,0,0,0,0
664,0,0,0,84.07,-161.83,0,0,0,0
665,0,0,0,84.5,-156.83,0,0,0,0
666,0,0,0,83.54,-156.76,0,0,0,0
667,0,0,0,83.43,-159.27,0,0,0,0
668,0,0,0,69.85,-251.76,0,0,0,0
669,0,0,0,71.72,-251.87,0,0,0,0
670,0,0,0,71.63,-254.36,0,0,0,0
671,0,0,0,69.85,-254.26,0,0,0,0
672,0,0,0,71.62,-254.38,0,0,0,0
673,0,0,0,71.51,-256.88,0,0,0,0
674,0,0,0,69.69,-256.77,0,0,0,0
675,0,0,0,69.56,-259.07,0,0,0,0
676,0,0,0,71.35,-259.19,0,0,0,0
677,0,0,0,71.21,-261.69,0,0,0,0
678,0,0,0,69.46,-261.59,0,0,0,0
679,0,0,0,71.18,-261.71,0,0,0,0
680,0,0,0,71.09,-264.17,0,0,0,0
681,0,0,0,69.35,-264.07,0,0,0,0
682,0,0,0,69.46,-266.3,0,0,0,0
683,0,0,0,70.97,-266.36,0,0,0,0
684,0,0,0,70.84,-268.83,0,0,0,0
685,0,0,0,69.26,-268.77,0,0,0,0
686,0,0,0,70.82,-268.85,0,0,0,0
687,0,0,0,70.71,-271.35,0,0,0,0
688,0,0,0,69.58,-271.28,0,0,0,0
689,0,0,0,68.66,-275.35,0,0,0,0
690,0,0,0,70.44,-275.45,0,0,0,0
691,0,0,0,70.33,-277.93,0,0,0,0
692,0,0,0,68.56,-277.83,0,0,0,0
693,0,0,0,68.67,-280.45,0,0,0,0
694,0,0,0,70.15,-280.52,0,0,0,0
695,0,0,0,70.03,-283.05,0,0,0,0
696,0,0,0,68.39,-282.95,0,0,0,0
697,0,0,0,70.02,-283.06,0,0,0,0
698,0,0,0,69.89,-285.53,0,0,0,0
699,0,0,0,68.35,-285.46,0,0,0,0
700,0,0,0,68.71,-287.03,0,0,0,0
701,0,0,0,69.75,-287.09,0,0,0,0
702,0,0,0,69.65,-289.59,0,0,0,0
703,0,0,0,68.35,-289.52,0,0,0,0
704,0,0,0,69.62,-289.59,0,0,0,0
705,0,0,0,69.51,-292.09,0,0,0,0
706,0,0,0,68.11,-292,0,0,0,0
707,0,0,0,69.46,-292.13,0,0,0,0
708,0,0,0,69.32,-294.61,0,0,0,0
709,0,0,0,67.9,-294.5,0,0,0,0
710,0,0,0,67.99,-295.72,0,0,0,0
711,0,0,0,69.23,-295.8,0,0,0,0
712,0,0,0,69.1,-298.24,0,0,0,0
713,0,0,0,67.61,-298.14,0,0,0,0
714,0,0,0,69.08,-298.23,0,0,0,0
715,0,0,0,68.98,-300.67,0,0,0,0
716,0,0,0,67.63,-300.62,0,0,0,0
717,0,0,0,67.53,-303.75,0,0,0,0
718,0,0,0,68.92,-303.83,0,0,0,0
719,0,0,0,68.8,-306.24,0,0,0,0
720,0,0,0,67.17,-306.18,0,0,0,0
721,0,0,0,68.79,-306.24,0,0,0,0
722,0,0,0,68.65,-308.75,0,0,0,0
723,0,0,0,66.97,-308.63,0,0,0,0
724,0,0,0,67.27,-310.13,0,0,0,0
725,0,0,0,68.59,-310.18,0,0,0,0
726,0,0,0,68.5,-312.68,0,0,0,0
727,0,0,0,67,-312.59,0,0,0,0
728,0,0,0,68.49,-312.67,0,0,0,0
729,0,0,0,68.38,-315.16,0,0,0,0
730,0,0,0,66.87,-315.07,0,0,0,0
731,0,0,0,67.11,-317.81,0,0,0,0
732,0,0,0,68.18,-317.85,0,0,0,0
733,0,0,0,68.07,-320.38,0,0,0,0
734,0,0,0,66.94,-320.31,0,0,0,0
735,0,0,0,68.04,-320.4,0,0,0,0
736,0,0,0,67.95,-322.86,0,0,0,0
737,0,0,0,66.76,-322.8,0,0,0,0
738,0,0,0,75.29,-324.67,0,0,0,0
739,0,0,0,74.08,-324.6,0,0,0,0
740,0,0,0,73.93,-327.05,0,0,0,0
741,0,0,0,75.11,-327.12,0,0,0,0
742,0,0,0,75.42,-321.14,0,0,0,0
743,0,0,0,74.27,-321.07,0,0,0,0
744,0,0,0,74.15,-323.58,0,0,0,0
745,0,0,0,75.34,-323.61,0,0,0,0
746,0,0,0,75.43,-318.64,0,0,0,0
747,0,0,0,74.42,-318.58,0,0,0,0
748,0,0,0,74.3,-321.12,0,0,0,0
749,0,0,0,75.72,-313.5,0,0,0,0
750,0,0,0,74.72,-313.45,0,0,0,0
751,0,0,0,74.57,-315.94,0,0,0,0
752,0,0,0,75.6,-316.01,0,0,0,0
753,0,0,0,75.81,-310.99,0,0,0,0
754,0,0,0,74.89,-310.94,0,0,0,0
755,0,0,0,74.72,-313.44,0,0,0,0
756,0,0,0,76.12,-306.72,0,0,0,0
757,0,0,0,75.04,-306.65,0,0,0,0
758,0,0,0,74.93,-309.14,0,0,0,0
759,0,0,0,75.99,-309.19,0,0,0,0
760,0,0,0,76.2,-304.22,0,0,0,0
761,0,0,0,75.16,-304.17,0,0,0,0
762,0,0,0,75.03,-306.64,0,0,0,0
763,0,0,0,76.45,-298.62,0,0,0,0
764,0,0,0,75.38,-298.55,0,0,0,0
765,0,0,0,75.22,-301.1,0,0,0,0
766,0,0,0,76.37,-301.14,0,0,0,0
767,0,0,0,76.45,-296.16,0,0,0,0
768,0,0,0,75.53,-296.11,0,0,0,0
769,0,0,0,75.37,-298.58,0,0,0,0
770,0,0,0,76.86,-292.57,0,0,0,0
771,0,0,0,75.75,-292.49,0,0,0,0
772,0,0,0,75.57,-295.02,0,0,0,0
773,0,0,0,76.84,-295.07,0,0,0,0
774,0,0,0,76.96,-290.07,0,0,0,0
775,0,0,0,75.89,-289.99,0,0,0,0
776,0,0,0,75.73,-292.53,0,0,0,0
777,0,0,0,77.03,-287.55,0,0,0,0
778,0,0,0,76.08,-287.48,0,0,0,0
779,0,0,0,75.9,-289.98,0,0,0,0
780,0,0,0,77.27,-283.87,0,0,0,0
781,0,0,0,76.22,-283.81,0,0,0,0
782,0,0,0,76.05,-286.29,0,0,0,0
783,0,0,0,77.24,-286.36,0,0,0,0
784,0,0,0,77.41,-281.37,0,0,0,0
785,0,0,0,76.38,-281.31,0,0,0,0
786,0,0,0,76.21,-283.77,0,0,0,0
787,0,0,0,77.66,-276.38,0,0,0,0
788,0,0,0,76.67,-276.33,0,0,0,0
789,0,0,0,76.49,-278.84,0,0,0,0
790,0,0,0,77.45,-278.9,0,0,0,0
791,0,0,0,77.72,-273.9,0,0,0,0
792,0,0,0,76.83,-273.85,0,0,0,0
793,0,0,0,76.67,-276.38,0,0,0,0
794,0,0,0,78.29,-269.28,0,0,0,0
795,0,0,0,77.11,-269.21,0,0,0,0
796,0,0,0,76.92,-271.73,0,0,0,0
797,0,0,0,78.22,-271.79,0,0,0,0
798,0,0,0,78.31,-266.79,0,0,0,0
799,0,0,0,77.27,-266.72,0,0,0,0
800,0,0,0,77.1,-269.24,0,0,0,0
801,0,0,0,78.81,-262.1,0,0,0,0
802,0,0,0,77.53,-262,0,0,0,0
803,0,0,0,77.4,-264.54,0,0,0,0
804,0,0,0,78.42,-264.6,0,0,0,0
805,0,0,0,78.85,-259.62,0,0,0,0
806,0,0,0,77.69,-259.55,0,0,0,0
807,0,0,0,77.52,-262.02,0,0,0,0
808,0,0,0,79.01,-254.85,0,0,0,0
809,0,0,0,77.96,-254.78,0,0,0,0
810,0,0,0,77.82,-257.28,0,0,0,0
811,0,0,0,78.69,-257.31,0,0,0,0
812,0,0,0,79.07,-252.33,0,0,0,0
813,0,0,0,78.11,-252.28,0,0,0,0
814,0,0,0,77.96,-254.8,0,0,0,0
815,0,0,0,79.46,-247.94,0,0,0,0
816,0,0,0,78.39,-247.89,0,0,0,0
817,0,0,0,78.25,-250.37,0,0,0,0
818,0,0,0,79.22,-250.43,0,0,0,0
819,0,0,0,79.72,-245.45,0,0,0,0
820,0,0,0,78.55,-245.38,0,0,0,0
821,0,0,0,78.39,-247.91,0,0,0,0
822,0,0,0,62.42,-241.36,0,0,0,0
823,0,0,0,62.3,-243.28,0,0,0,0
824,0,0,0,64.82,-243.4,0,0,0,0
825,0,0,0,64.9,-241.44,0,0,0,0
826,0,0,0,57.82,-241.45,0,0,0,0
827,0,0,0,57.72,-243,0,0,0,0
828,0,0,0,60.19,-243.14,0,0,0,0
829,0,0,0,60.23,-241.7,0,0,0,0
830,0,0,0,55.25,-241.45,0,0,0,0
831,0,0,0,55.17,-242.92,0,0,0,0
832,0,0,0,57.67,-243.03,0,0,0,0
833,0,0,0,49.63,-241.53,0,0,0,0
834,0,0,0,49.59,-242.59,0,0,0,0
835,0,0,0,52.12,-242.72,0,0,0,0
836,0,0,0,52.16,-241.47,0,0,0,0
837,0,0,0,44.53,-240.97,0,0,0,0
838,0,0,0,44.48,-242.3,0,0,0,0
839,0,0,0,46.97,-242.43,0,0,0,0
840,0,0,0,47.04,-241.2,0,0,0,0
841,0,0,0,39.9,-240.83,0,0,0,0
842,0,0,0,39.84,-242.05,0,0,0,0
843,0,0,0,42.28,-242.17,0,0,0,0
844,0,0,0,42.35,-240.95,0,0,0,0
845,0,0,0,37.44,-240.54,0,0,0,0
846,0,0,0,37.36,-241.96,0,0,0,0
847,0,0,0,39.8,-242.04,0,0,0,0
848,0,0,0,30.87,-240.01,0,0,0,0
849,0,0,0,30.79,-241.56,0,0,0,0
850,0,0,0,33.28,-241.7,0,0,0,0
851,0,0,0,33.34,-240.14,0,0,0,0
852,0,0,0,27.09,-240.07,0,0,0,0
853,0,0,0,27.03,-241.38,0,0,0,0
854,0,0,0,29.51,-241.54,0,0,0,0
855,0,0,0,29.53,-240.15,0,0,0,0
856,0,0,0,21.12,-239.79,0,0,0,0
857,0,0,0,21.08,-241.12,0,0,0,0
858,0,0,0,23.56,-241.23,0,0,0,0
859,0,0,0,23.62,-239.87,0,0,0,0
860,0,0,0,18.67,-239.41,0,0,0,0
861,0,0,0,18.6,-241,0,0,0,0
862,0,0,0,21.06,-241.13,0,0,0,0
863,0,0,0,16.39,-244.46,0,0,0,0
864,0,0,0,17.88,-244.53,0,0,0,0
865,0,0,0,18,-242.05,0,0,0,0
866,0,0,0,16.86,-242.01,0,0,0,0
867,0,0,0,16.24,-246.93,0,0,0,0
868,0,0,0,17.77,-247.02,0,0,0,0
869,0,0,0,17.86,-244.57,0,0,0,0
870,0,0,0,16.15,-250.71,0,0,0,0
871,0,0,0,17.53,-250.8,0,0,0,0
872,0,0,0,17.64,-248.32,0,0,0,0
873,0,0,0,16.21,-248.26,0,0,0,0
874,0,0,0,24.64,-251.82,0,0,0,0
875,0,0,0,23.65,-251.77,0,0,0,0
876,0,0,0,23.76,-249.28,0,0,0,0
877,0,0,0,24.84,-249.34,0,0,0,0
878,0,0,0,24.34,-254.31,0,0,0,0
879,0,0,0,23.49,-254.26,0,0,0,0
880,0,0,0,23.64,-251.78,0,0,0,0
881,0,0,0,24.2,-258.99,0,0,0,0
882,0,0,0,23.26,-258.94,0,0,0,0
883,0,0,0,23.38,-256.44,0,0,0,0
884,0,0,0,24.29,-256.49,0,0,0,0
885,0,0,0,23.96,-261.5,0,0,0,0
886,0,0,0,23.13,-261.46,0,0,0,0
887,0,0,0,23.26,-258.95,0,0,0,0
888,0,0,0,24.04,-266.08,0,0,0,0
889,0,0,0,22.93,-266.04,0,0,0,0
890,0,0,0,23.02,-263.56,0,0,0,0
891,0,0,0,24.16,-263.61,0,0,0,0
892,0,0,0,23.82,-268.56,0,0,0,0
893,0,0,0,22.77,-268.5,0,0,0,0
894,0,0,0,22.93,-266.05,0,0,0,0
895,0,0,0,23.63,-273.76,0,0,0,0
896,0,0,0,22.5,-273.7,0,0,0,0
897,0,0,0,22.65,-271.21,0,0,0,0
898,0,0,0,23.56,-271.27,0,0,0,0
899,0,0,0,23.32,-276.24,0,0,0,0
900,0,0,0,22.35,-276.2,0,0,0,0
901,0,0,0,22.48,-273.72,0,0,0,0
902,0,0,0,23.23,-280.53,0,0,0,0
903,0,0,0,22.14,-280.48,0,0,0,0
904,0,0,0,22.27,-278,0,0,0,0
905,0,0,0,23.21,-278.04,0,0,0,0
906,0,0,0,22.98,-283.03,0,0,0,0
907,0,0,0,22.02,-282.96,0,0,0,0
908,0,0,0,22.15,-280.48,0,0,0,0
909,0,0,0,22.95,-287.06,0,0,0,0
910,0,0,0,21.82,-287,0,0,0,0
911,0,0,0,21.93,-284.57,0,0,0,0
912,0,0,0,23.03,-284.62,0,0,0,0
913,0,0,0,22.72,-289.55,0,0,0,0
914,0,0,0,21.68,-289.49,0,0,0,0
915,0,0,0,21.82,-286.97,0,0,0,0
916,0,0,0,22.53,-292,0,0,0,0
917,0,0,0,21.61,-291.97,0,0,0,0
918,0,0,0,21.67,-289.52,0,0,0,0
919,0,0,0,22.38,-296.54,0,0,0,0
920,0,0,0,21.33,-296.49,0,0,0,0
921,0,0,0,21.48,-293.98,0,0,0,0
922,0,0,0,22.59,-294.05,0,0,0,0
923,0,0,0,22.21,-299.03,0,0,0,0
924,0,0,0,21.2,-298.98,0,0,0,0
925,0,0,0,21.35,-296.47,0,0,0,0
926,0,0,0,21.96,-303.33,0,0,0,0
927,0,0,0,21.05,-303.29,0,0,0,0
928,0,0,0,21.14,-300.79,0,0,0,0
929,0,0,0,22.1,-300.83,0,0,0,0
930,0,0,0,21.85,-305.81,0,0,0,0
931,0,0,0,20.91,-305.77,0,0,0,0
932,0,0,0,21.04,-303.27,0,0,0,0
933,0,0,0,21.62,-310.1,0,0,0,0
934,0,0,0,20.68,-310.07,0,0,0,0
935,0,0,0,20.78,-307.6,0,0,0,0
936,0,0,0,21.72,-307.64,0,0,0,0
937,0,0,0,21.45,-312.6,0,0,0,0
938,0,0,0,20.52,-312.56,0,0,0,0
939,0,0,0,20.66,-310.12,0,0,0,0
940,0,0,0,21.33,-318.56,0,0,0,0
941,0,0,0,20.2,-318.52,0,0,0,0
942,0,0,0,20.32,-316.01,0,0,0,0
943,0,0,0,21.23,-316.06,0,0,0,0
944,0,0,0,21.11,-321.06,0,0,0,0
945,0,0,0,20.04,-321.01,0,0,0,0
946,0,0,0,20.18,-318.54,0,0,0,0
947,0,0,0,12.37,-320.32,0,0,0,0
948,0,0,0,13.93,-320.43,0,0,0,0
949,0,0,0,14.08,-317.94,0,0,0,0
950,0,0,0,12.51,-317.87,0,0,0,0
951,0,0,0,14.1,-317.95,0,0,0,0
952,0,0,0,14.18,-315.45,0,0,0,0
953,0,0,0,12.51,-315.37,0,0,0,0
954,0,0,0,13.29,-312.74,0,0,0,0
955,0,0,0,14.35,-312.79,0,0,0,0
956,0,0,0,14.5,-310.34,0,0,0,0
957,0,0,0,13.35,-310.27,0,0,0,0
958,0,0,0,14.46,-310.38,0,0,0,0
959,0,0,0,14.57,-307.84,0,0,0,0
960,0,0,0,13.48,-307.77,0,0,0,0
961,0,0,0,13.99,-291.58,0,0,0,0
962,0,0,0,15.43,-291.66,0,0,0,0
963,0,0,0,15.53,-289.18,0,0,0,0
964,0,0,0,13.61,-289.1,0,0,0,0
965,0,0,0,15.58,-289.22,0,0,0,0
966,0,0,0,15.69,-286.69,0,0,0,0
967,0,0,0,13.96,-286.59,0,0,0,0
968,0,0,0,15.69,-286.67,0,0,0,0
969,0,0,0,15.8,-284.24,0,0,0,0
970,0,0,0,13.96,-284.12,0,0,0,0
971,0,0,0,14.85,-282.58,0,0,0,0
972,0,0,0,15.93,-282.64,0,0,0,0
973,0,0,0,16.02,-280.12,0,0,0,0
974,0,0,0,14.77,-280.07,0,0,0,0
975,0,0,0,16.04,-280.18,0,0,0,0
976,0,0,0,16.18,-277.64,0,0,0,0
977,0,0,0,14.84,-277.58,0,0,0,0
978,0,0,0,15.07,-275.28,0,0,0,0
979,0,0,0,16.31,-275.34,0,0,0,0
980,0,0,0,16.45,-272.85,0,0,0,0
981,0,0,0,15.05,-272.76,0,0,0,0
982,0,0,0,16.45,-272.86,0,0,0,0
983,0,0,0,16.58,-270.34,0,0,0,0
984,0,0,0,14.98,-270.28,0,0,0,0
985,0,0,0,15.34,-268.66,0,0,0,0
986,0,0,0,16.67,-268.72,0,0,0,0
987,0,0,0,16.77,-266.23,0,0,0,0
988,0,0,0,15.27,-266.16,0,0,0,0
989,0,0,0,21.49,-330.08,0,0,0,0
990,0,0,0,21.58,-328.25,0,0,0,0
991,0,0,0,24.07,-328.37,0,0,0,0
992,0,0,0,23.96,-330.11,0,0,0,0
993,0,0,0,26.33,-330.86,0,0,0,0
994,0,0,0,26.45,-328.55,0,0,0,0
995,0,0,0,28.9,-328.62,0,0,0,0
996,0,0,0,28.83,-330.71,0,0,0,0
997,0,0,0,31.34,-331.33,0,0,0,0
998,0,0,0,31.43,-328.78,0,0,0,0
999,0,0,0,33.97,-328.9,0,0,0,0
1000,0,0,0,33.84,-331.16,0,0,0,0
1001,0,0,0,34.94,-330.95,0,0,0,0
1002,0,0,0,35.05,-328.99,0,0,0,0
1003,0,0,0,37.48,-329.06,0,0,0,0
1004,0,0,0,37.42,-331.1,0,0,0,0
1005,0,0,0,38.96,-331.4,0,0,0,0
1006,0,0,0,39.09,-329.19,0,0,0,0
1007,0,0,0,41.58,-329.34,0,0,0,0
1008,0,0,0,41.46,-331.15,0,0,0,0
1009,0,0,0,44.34,-331.4,0,0,0,0
1010,0,0,0,44.44,-329.53,0,0,0,0
1011,0,0,0,46.92,-329.65,0,0,0,0
1012,0,0,0,46.81,-331.66,0,0,0,0
1013,0,0,0,50.05,-331.75,0,0,0,0
1014,0,0,0,50.15,-329.84,0,0,0,0
1015,0,0,0,52.65,-329.93,0,0,0,0
1016,0,0,0,52.56,-331.62,0,0,0,0
1017,0,0,0,52.61,-329.97,0,0,0,0
1018,0,0,0,55.15,-330.06,0,0,0,0
1019,0,0,0,55.08,-331.78,0,0,0,0
1020,0,0,0,57.37,-331.58,0,0,0,0
1021,0,0,0,57.42,-330.22,0,0,0,0
1022,0,0,0,59.88,-330.3,0,0,0,0
1023,0,0,0,59.86,-331.51,0,0,0,0
